"Title","ID","Created Date","Updated Date","Owner","Name","Business Directory (Item)","Category","Description","Website","Phone","Email","Business Owner","Address","Verified","Business Directory (All)","(Resources)","(Restaurants & Bars)","(Hair, Beauty & Wellness)","(Mental Health)","(Work & Event Spaces)","(Art, Photography & Planning)","(Music & Culture)","(Online Goods & Products)","(Online Clothing & Accessories)","(Sports & Entertainment)","(Legal & Consulting)","(Automotive)","(Cleaning & Maintenance)","(Health & Life Care, Education)","(Shopping)","(Catering, Snacks & Drinks)","Commerce","Is this a Black Owned Business?","Select an option","Tags","Publish Date","Unpublish Date","Status"
,"40613534-f9b4-42f4-8c42-6bb6812db872",2023-12-12T07:05:59Z,2026-01-26T23:00:33Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","B.A.D. Blessed, Anointed & Destined","/business-directory/b.a.d.-blessed%2C-anointed-%26-destined","[""Professional & Businesses Services""]","Business and Lifestyle Counselor helping women of faith to get pass the fork in the road in their businesses. I help with marketing, building consistency, and developing a plan for consistent growth.","https://bit.ly/3w69Fsc",4143011236,"info@badfbi.info",,"NA","11/17/2020","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:22Z,,"PUBLISHED"
,"40a16f47-590c-4cfb-9a0d-c398bbb2634b",2023-12-12T07:06:03Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Tasteful Events Catering","/business-directory/tasteful-events-catering","[""Catering & Event Food""]","Catering, private cooking lessons, meal planning, and more.","https://bit.ly/3odrmUa",4147122627,"tastefulevents2014@gmail.com","Alicia R Green","NA","10/17/2021","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:22Z,,"PUBLISHED"
,"40b0cece-c9b2-42f0-b7e1-1b77470ff772",2023-12-12T07:06:00Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Greenwood Park Gallery and Framing","/business-directory/greenwood-park-gallery-and-framing","[""Music, Entertainment & Culture""]","Custom framing and African American art gallery and store.","https://bit.ly/3bsOLfb",4144445166,,,"4233 West Fond Du Lac Avenue, Milwaukee, WI, USA",,"/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:22Z,,"PUBLISHED"
,"40f16e4d-927d-4921-88f1-34303a47069e",2023-12-12T07:06:03Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Super Expedite LLC","/business-directory/super-expedite-llc","[""Home, Cleaning & Maintenance""]","Cargo and freight moving company.","https://bit.ly/3w4EWf5",4145226177,"NA",,"NA","11/6/2020","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:22Z,,"PUBLISHED"
,"41129d3a-700c-48d7-839c-0d052eecffc6",2023-12-12T07:06:02Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Regain Your Life CBD","/business-directory/regain-your-life-cbd","[""Hair, Beauty & Grooming""]","Specially made CBD products for overall health. CBD has been proven to help with chronic pain; arthritis or joint pain; anxiety and depression; sleep disorder; migraine; cluster and other headaches; post-traumatic stress disorder (PTSD); nausea; cancer; allergies or asthma; epilepsy and other seizure disorders; multiple sclerosis (MS); lung conditions; Parkinson’s disease; Alzheimer’s disease","https://bit.ly/3pAEi96",4147375774,"regainyourlifecbd@gmail.com","Angela Granger","NA","11/13/2021","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:22Z,,"PUBLISHED"
,"414bb0da-c32d-4fda-a66a-26201bd05d49",2023-12-12T07:06:02Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","SSNATCHERS by Vee Luxe Nail Art Lounge","/business-directory/ssnatchers-by-vee-luxe-nail-art-lounge","[""Hair, Beauty & Grooming""]","Hello I'm Vee, a licensed nail manicurist/technician that wants to offer a exceptional artistic wellness experience to all. The most important thing is having health natural nails & it's the only way to have beautiful nail extensions. I offer natural nail services, apres gel-x extensions, men's grooming services, & child nail services. I pray that when you come into my space your able to feel good, relax, and enjoy pampering yourself while chit chatting with your favorite nail manicurist!","https://bit.ly/3MVLFBs",4145408942,"ssnatchersbyvee@yahoo.com","Vaniesa Bent","505 E Menomonee Street, Suite 12, Milwaukee, WI 53202","3/16/2022","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:22Z,,"PUBLISHED"
,"4198e5b0-fd2c-4d1d-b4dc-cdf3d0dd8c84",2023-12-12T07:06:02Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Select Auto Parts & Sales","/business-directory/select-auto-parts-%26-sales","[""Automotive & Travel""]","Specializes in buying junk cars, used auto parts, auto repair, tire sales, and used car sales. ","https://bit.ly/3tMrgnJ",4147633474,"info@selectautopartsmilwaukee.com | (414) 763-3474","Natasha Broxton","2500 W Cornell St, Milwaukee, WI","2/8/2021","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:22Z,,"PUBLISHED"
,"41adce8b-8359-43fb-87b9-26b4cfadba2c",2023-12-12T07:06:00Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Friend Like Me Parties & Entertainment","/business-directory/friend-like-me-parties-%26-entertainment","[""Music, Entertainment & Culture""]","A Specialty Entertainment company dedicated to bringing magic to children of all colors, backgrounds, and ages. After working at Disney World I realized (back in 2014 mind you) that it wasn't super affordable and so so many children of color would never get to experience the magic of meeting their favorite characters. Thus, I along with my dad, are passionate about bringing Disney Parks quality costumes and entertainment but with a diverse cast that looks like they've stepped right off the screen. A lot of our costumes are handmade by me and my mother, and we are working hard to do events all over the city so kids everywhere can enjoy the magic!","https://bit.ly/3C2oLDl",,"flmparties@gmail.com","Amber and Kevin Jackson","NA","2/26/2022","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:22Z,,"PUBLISHED"
,"41f9a2bd-2beb-45a5-8ebe-7e9db145e77d",2023-12-12T07:06:03Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Vibez Creative Arts Space","/business-directory/vibez-creative-arts-space","[""Music, Entertainment & Culture""]","An arts space for the community to learn, explore, and enjoy art through different mediums. ","https://bit.ly/3uSyE2g",4144652387,"info@vibezcreativeartsspace.com","Chrishella Roché","5300 S 76th St, Greendale, WI 53129","1/25/2022","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:22Z,,"PUBLISHED"
,"422962b5-da0c-4e84-8788-3f6f2fb217a7",2026-01-26T20:22:50Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Family Healing and Wellness Center","/business-directory/family-healing-and-wellness-center","[""Health, Wellness & Care""]","We specialize in outpatient mental wellness services for youth ages 4-17 and perinatal women. We have in-person and telehealth options. We take a holistic approach by incorporating mind, body, and spirit. Our office is conveniently located on the bus line and there is ample parking on the lot. Stop hurting and start healing!","www.fhwcllc.com",4143678793,"admin@fhwcllc.com","Jerolynn Bell-Scaggs","3970 N. Oakland Ave., Suite 402, Shorewood, WI 53211",,"/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:22Z,,"PUBLISHED"
,"425acb36-21d8-430b-a219-1f1ccf6c1c56",2023-12-12T07:06:01Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Kira's Kove","/business-directory/kira's-kove","[""Hair, Beauty & Grooming""]","Lingerie boutique and spa, including full services by licensed aestheticians and lash techs.","https://bit.ly/3ohrylh",4149885349,"NA",,"4422 West North Avenue, Milwaukee, WI, USA","11/13/2021","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:22Z,,"PUBLISHED"
,"42a52970-0ecf-4cc1-afea-b5590df0ce57",2023-12-12T07:05:59Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Brilliant Voices","/business-directory/brilliant-voices","[""Music, Entertainment & Culture""]","Brilliant Voices is a free audio program that creates a pathway to business ownership by teaching Black and Brown youth, and justice-involved individuals how to create, record, distribute and monetize their podcast to kick start a career in audio production, screenwriting, broadcasting, or media development.","https://bit.ly/3KpMjGt",4145104086,"brilliantvoices@bvmke.com","Mwanje Thompson","NA",,"/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:22Z,,"PUBLISHED"
,"42cb95a6-dd79-4fa1-85c6-751a1826340f",2026-01-26T20:22:50Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Destination Travel with Tondzra","/business-directory/destination-travel-with-tondzra","[""Automotive & Travel""]","Traveling business","www.foratravel.com/advisor/tondzra",2624442802,"tondzra.hill@fors.travel","Tondzra",,,"/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,"[""Travel Agent""]",2026-01-26T21:33:22Z,,"PUBLISHED"
,"4380c571-ba1a-4fc1-aa97-3b18fc095a6f",2026-01-26T20:22:50Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Uplifting Mansion","/business-directory/uplifting-mansion","[""Event Venues & Working Spaces""]","Uplifting Mansion, a charming event venue in the heart of Milwaukee.

Our beautifully restored historic building offers a blend of classic elegance and modern comfort, perfect for a variety of gatherings.

At Uplifting Mansion, we offer a unique, multi-functional space spread across four distinct floors.
Our top floor features a exquisite 2-bedroom Residence, furnished in mid-century modern style, available for overnight rentals.

Below that, our Co-Lab houses the Uplifting Impact Global headquarters and provides rentable desks for social entrepreneurs, complete with access to our office hours.

Our Gathering Space boasts three versatile areas perfect for weddings, corporate gatherings, and community events.

Finally, our Garden Level is dedicated to corporate offices for professional service businesses owned by Social entrepreneurs, fostering diversity and inclusion in our local business community.

Each floor of Uplifting Mansion is designed to serve a unique purpose, creating a vibrant ecosystem of living, working, collaborating, and celebrating.","https://upliftingmansion.com/","414-533-1909","building@upliftingimpact.com","Deanna Singh","3121 W Wisconsin Avenue",,"/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:22Z,,"PUBLISHED"
,"44c74af2-efa0-478a-8fbd-6eb787d791c2",2023-12-12T07:06:02Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Sherman Phoenix","/business-directory/sherman-phoenix","[""Event Venues & Working Spaces""]","Sherman Phoenix offers a variety of spaces for corporate events, receptions, and more.","https://bit.ly/3eKXDin",2622286021,"info@shermanphoenix.com",,"3536 W Fond Du Lac Ave, Milwaukee, WI 53216","4/18/2021","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:22Z,,"PUBLISHED"
,"451be349-7c6a-4fb1-a251-f4da4817e43a",2023-12-12T07:05:58Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","414loral","/business-directory/414loral","[""Arts, Media & Creative Services""]","Flowers","https://bit.ly/3yaHjPu",4143013170,"414loral@gmail.com","Mikel R Mcgee","2714 N. Dr. Martin Luther King Jr. Dr. Milwaukee, WI 53212","2/13/2022","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,"[""Florist""]",2026-01-26T21:33:22Z,,"PUBLISHED"
,"4529f82d-72aa-4db0-9ebb-b8443d8a7dd7",2023-12-12T07:05:58Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Above The Clouds","/business-directory/above-the-clouds","[""Nonprofits""]","Above the Clouds provides free, faith-based, arts education and training to young people, ages 5 to 17, who lack fine arts exposure and access.","https://bit.ly/3EClCdR",4143443019,"abovethecloudsmilw@gmail.com","NA","2432 North Teutonia Ave, #2, Milwaukee, WI 53206","12/7/2021","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:22Z,,"PUBLISHED"
,"45d61e32-02c5-457b-bdbe-13dfab887932",2023-12-12T07:05:58Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","414 Hemp","/business-directory/414-hemp","[""Retail & Shopping""]",,,4142423412,,"Mike McGee","3122 N Mayfair Rd",,"/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/","TRUE",,,,2026-01-26T21:33:22Z,,"PUBLISHED"
,"45ff25d7-6356-4edc-9128-eade9a2476ef",2023-12-12T07:06:02Z,2026-01-26T23:15:59Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Sacha's Veggie Life","/business-directory/sacha's-veggie-life","[""Food & Drink""]","I’m a plant-based eater passionate about making delicious plant-based meals and recipes.","https://bit.ly/3rxV7AL",,"sachasveggielife@gmail.com","Sacha Simmons","NA","7/25/2021","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:22Z,,"PUBLISHED"
,"461894de-08e7-446c-b9c9-f864c8f3b72e",2023-12-12T07:06:02Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Set Your Pictures to Stun Productions","/business-directory/set-your-pictures-to-stun-productions","[""Arts, Media & Creative Services""]"," I'm a filmmaker and artist based in Milwaukee. I also create comics, photo art and I do movie acting.","https://bit.ly/3ARBqtO",,"falconmovieman@outlook.com","Nick F.","NA",,"/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:22Z,,"PUBLISHED"
,"46418444-4c23-478c-8b12-9cada133571c",2023-12-12T07:06:00Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","JarPOURium","/business-directory/jarpourium","[""Catering & Event Food""]","JarPOURium provides first-class mobile bartending services throughout Wisconsin. We are committed to providing an experience that your guests will remember long after the lights go out at the end of the night. Relax and enjoy yourself as we construct your cocktail menu, engage your guests, and provide you amazing beverages and service.","https://bit.ly/344uPyC",4144093391,"jarpouriumtreats@gmail.com","LaToya Chapman","NA","3/1/2022","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:22Z,,"PUBLISHED"
,"465f9fa3-798f-4875-9ee3-0c13242cc6b3",2023-12-12T07:06:02Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Selfie  Hop","/business-directory/selfie--hop","[""Music, Entertainment & Culture""]","Selfie Hop is a selfie photography studio on Milwaukee's Eastside. We have fun booths varying in different themes for you to snap some memories!","https://bit.ly/3vPRbfe",4142265304,"hello@selfiehop.com","Alison White ","2410 N Farwell Ave Milwaukee, WI 53211","6/23/2021","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:22Z,,"PUBLISHED"
,"46f44c3a-2edc-4552-9137-7ae199dd461d",2023-12-12T07:06:03Z,2026-01-26T23:00:34Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Theresa Do My Nails","/business-directory/theresa-do-my-nails","[""Hair, Beauty & Grooming""]","Nail art and experiences.","https://bit.ly/3ohrt0X",4144776516,,,"3536 West Fond Du Lac Avenue, Milwaukee, WI, USA",,"/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:22Z,,"PUBLISHED"
